% Model:              2.mph
% Version:            COMSOL 6.0.0.405
% Date:               Feb 15 2023, 15:56
% Dimension:          3
% Nodes:              40663
% Expressions:        1
% Description:        Slice
% x,y,z,Electric field norm
318.0535249175469,42.89350504954384,0,4372.302771360188
318.4002890295751,42.830596277365274,0,5345.831159289799
318.0505633804105,42.830596277365274,6.938893903907228E-18,4422.352283890888
318.3905870599978,42.89350504954384,6.938893903907228E-18,5250.567333068177
318.07204983509376,43.28701009908768,0,4072.793071352186
318.3493035324131,43.16119255473055,0,4892.545355598677
318.0661267608209,43.16119255473055,1.3877787807814457E-17,4159.666363147939
318.32989959325846,43.28701009908768,0,4752.23502888331
318.469799444284,42.89350504954384,0,5526.961343860404
318.81656355631213,42.830596277365274,6.938893903907228E-18,6833.980832041184
318.4668379071475,42.830596277365274,6.938893903907228E-18,5567.045477027518
318.80686158673484,42.89350504954384,0,6247.0751985937695
318.451274526737,42.5,0,5805.066336781816
318.867549053474,42.49999999999999,0,7266.434402045058
318.48240128755805,43.161192554730555,0,5212.87360419239
318.8831124338846,42.830596277365274,6.938893903907228E-18,6487.587230366682
318.035,42.50000000000001,0,4758.683916889126
318.0816901412315,43.49178883209582,-2.7755575615628914E-17,4144.029808276351
319.2838235802111,42.499999999999986,0,7795.957398815804
318.4194122092833,43.626615925568935,1.3877787807814457E-17,4286.32121170191
318.6468450533727,43.34206215454975,6.938893903907228E-18,4922.930067036582
318.2908827484674,43.57530375124928,0,4298.595839870042
318.7441472790514,43.35896560717511,6.938893903907228E-18,4946.416525889741
319.15852411155606,43.430938593668785,-4.403950744260589E-18,5186.838865224322
318.69286954692717,43.73578693188223,0,4298.117117601738
318.75713427733507,43.76144301904205,0,4300.088816748861
319.22151318983083,42.96551522283039,-2.2019753721302944E-17,5992.746132042032
318.75613339579326,43.27040074783672,0,5094.658335750919
318.820462699557,43.296065574199666,6.938893903907228E-18,5099.504330463837
319.09485634538703,43.896270112515175,0,4290.806121326708
316.94347418328067,42.6294265116172,2.7755575615628914E-17,3777.069087193767
317.2703420270534,42.687062131600314,1.0408340855860843E-17,4015.8316363596878
317.20752742003805,42.38958062144345,2.0816681711721685E-17,4034.3451388399158
316.8843619983001,42.42987554417624,1.3877787807814457E-17,3795.7612137938986
317.1997445346807,42.35272192568001,1.0408340855860843E-17,4037.8721064904175
317.63762213497427,42.42993156085966,0,4383.73304047501
317.2769981443741,42.36634382142607,1.734723475976807E-17,4098.911615092711
317.38557486702405,42.658872141515985,1.734723475976807E-17,4120.855529862321
317.2402442699487,42.3598631217193,3.469446951953614E-17,4069.7212486639723
317.68382678841,42.58590927165491,0,4392.206411935504
317.33265357682006,42.6718185433098,1.3877787807814457E-17,4072.9284039114755
316.8428664049228,42.28979468257893,2.7755575615628914E-17,3783.9496363628155
316.98148036522997,42.75772781496468,1.3877787807814457E-17,3770.937859607985
317.78017045171356,42.76877177509408,0,4482.839141050233
317.59088670352554,42.96841161018795,-6.938893903907228E-18,4229.112206324218
317.52534090342715,43.037543550188154,-6.938893903907228E-18,4141.889117684359
317.4011980010837,42.80191744746049,0,4098.40843291497
317.43709768766735,43.130614726192746,6.938893903907228E-18,4027.9177086464188
317.34717242619894,42.699375655562534,-1.3877787807814457E-17,4081.2236342526076
317.31864764173883,42.7294610871974,1.3877787807814457E-17,4048.546235372129
317.20752989306186,43.186775052148924,2.7755575615628914E-17,3816.398799455603
317.0923428779125,42.9681474306566,2.7755575615628914E-17,3789.0475160523692
317.2705113551405,43.30631532528221,-2.7755575615628914E-17,3792.414893031647
316.71286279057415,42.96153998681986,6.938893903907228E-18,3577.2521037885504
316.73661576613586,43.02183689289827,3.469446951953614E-18,3566.796178723788
316.61701596890816,42.71823292034731,1.0408340855860843E-17,3573.868267164864
316.67036147003836,43.093298268353074,1.3877787807814457E-17,3507.140980629044
316.5800372232394,42.78838159443782,-1.0408340855860843E-17,3537.0922085850284
316.5434666256682,42.857756011658395,-6.938893903907228E-18,3502.800227122925
316.3172080415558,43.2869685062967,0,3291.8369278775835
316.3592425748468,43.42886872174147,1.3877787807814457E-17,3236.682562543361
316.60920857788886,43.15925730864851,0,3452.6079164491834
316.088424286492,43.72097124978979,6.938893903907228E-18,3091.048223099442
318.56494625806107,44.357851458061134,2.7755575615628914E-17,3708.7845487498066
318.51391851883454,44.721137092358724,2.7755575615628914E-17,3425.065404421258
318.7006051104482,44.638366667141,0,3540.5108305263375
319.01112540530386,44.500692629483595,-8.80790148852118E-18,3737.6292986073495
318.8301913963603,44.127127593165866,1.3877787807814457E-17,3954.0931503635093
318.7627116524862,44.610867261147405,0,3578.9098915561417
318.9262497401933,45.104954356605504,-4.4039507442605894E-17,3303.534721155507
318.74587767147506,44.73146406689995,-1.3877787807814457E-17,3493.9194119487647
318.6774816437867,45.21507503224081,1.3877787807814457E-17,3145.4850098031307
318.6794530797819,44.78885626103874,0,3434.137824332619
318.4323785086015,44.47252871065436,-1.3877787807814457E-17,3588.2462908117855
318.3897378577639,44.776103513716535,-1.3877787807814457E-17,3374.9433037710583
318.7639119416762,44.184541211366245,1.3877787807814457E-17,3892.8344315185514
318.61528662725925,45.24256097307791,1.3877787807814457E-17,3146.9806915286217
318.48004976537686,44.96210189777568,2.7755575615628914E-17,3284.72810961766
318.6604192215624,45.335639750787514,1.3877787807814457E-17,3103.27718602964
318.299122349138,44.588442033911264,0,3474.2133927359755
318.8402293500553,45.7090552938809,0,2957.1215295955317
317.9359745002756,44.46530520844185,-5.204170427930421E-18,3462.9376311269743
318.2327963086633,44.87356638573297,0,3298.240597876618
318.3881019251655,45.08718025116137,6.938893903907228E-18,3217.4628407401738
318.5365128293593,45.29131083980694,-1.3877787807814457E-17,3139.6248795003257
317.9290797879672,44.455821931659,2.949029909160572E-17,3477.3496691860796
318.3176719737738,44.26930465861106,0,3714.311424811779
318.7062641595804,44.08278738556312,1.3877787807814457E-17,3995.8721897496703
317.9379012749258,44.451587776285194,-5.204170427930421E-18,3446.6839646147882
318.5163788101564,44.17392894440019,6.938893903907228E-18,3859.4207207564514
316.0646678899054,43.75988149899502,-3.469446951953614E-18,3075.1027389763585
316.0927302854785,43.772201511614476,-1.0408340855860843E-17,3055.019807171917
316.6188045281391,42.25028652835378,4.163336342344337E-17,3636.651112572753
316.3781778827919,42.207857558501686,-2.7755575615628914E-17,3530.1227135490612
316.4448669424334,42.39964755429816,1.3877787807814457E-17,3527.5753041953712
316.1383075367786,42.66289156309428,3.469446951953614E-18,3336.1069206489055
316.09255253209494,42.640885333933376,1.734723475976807E-18,3318.8180344901666
316.1089656563228,42.68808757435451,1.734723475976807E-18,3317.863499731894
316.2945660535432,42.73804532500597,0,3397.019862618148
316.1153487011083,42.70644447036057,1.734723475976807E-18,3317.6487923452573
316.25430334132477,43.106061888963396,0,3323.867698205964
316.09231747736493,42.70238344421588,3.469446951953614E-18,3307.8881662895437
316.0902360753213,43.2469472247851,0,3228.223076215746
316.0921336321324,42.750483452162804,1.734723475976807E-18,3300.8370993619833
316.0943988794086,42.15781966364666,1.3877787807814457E-17,3405.4896232688343
316.0391584584978,43.73124665605922,-6.938893903907228E-18,3110.3431212747064
315.5751349363977,42.066259420384775,1.3877787807814457E-17,3176.9727884219396
315.81417045771593,42.36026825791279,5.551115123125783E-17,3237.794296939517
315.92678795421665,42.128265335273824,-1.3877787807814457E-17,3331.0923935335295
315.7453972615334,42.82280248588959,6.938893903907228E-18,3123.6754571641823
315.94052689631485,43.062807974500444,0,3186.1341987216324
315.6831262478879,42.63023199018983,1.3877787807814457E-17,3130.4714098002037
315.57426605948456,42.2935864272613,6.938893903907228E-18,3151.3022017727085
315.8699939778184,43.20811260070754,0,3109.6787110557275
315.4962585179574,42.052351379672096,-6.938893903907228E-18,3149.124757410871
316.0511674153348,43.77435115677987,4.85722573273506E-17,3073.289479618348
315.43797916110736,42.5786582972829,-6.938893903907228E-18,3062.5563587027173
315.42809766688555,43.11514708789622,0,2958.889675183441
315.1350378004685,42.51492592784064,1.3877787807814457E-17,2957.8636675162807
315.4346036601286,42.13130578793756,0,3119.0793867996426
315.269562154918,42.930936846941975,0,2940.8368731244154
315.3632761890608,43.03982781147098,6.938893903907228E-18,2951.277657949331
315.6978386558862,43.42857246472427,-1.3877787807814457E-17,2994.904027096617
315.9940751370523,43.772784262433255,6.938893903907228E-18,3028.6457244439084
315.02871372223547,42.65108315821767,1.3877787807814457E-17,2902.836611699312
314.80907747948777,43.0077657732381,2.7755575615628914E-17,2779.610905417336
314.8170705416865,42.784955546451684,0,2812.359218421363
314.56959828581887,42.941491192101886,0,2714.3902989388516
314.5542235216657,43.421640892331006,2.7755575615628914E-17,2642.4151664406186
314.4978251953325,43.51323006845065,-5.551115123125783E-17,2604.606044942625
314.5171454357586,42.9746696214235,-2.7755575615628914E-17,2687.1337201495053
317.66720900073585,45.46319500438962,1.3877787807814457E-17,2898.157988498114
318.1355230951965,46.012941544084214,1.3877787807814457E-17,2753.913304597695
318.1994677633694,45.574754274048736,1.3877787807814457E-17,2925.831155774017
317.6473865206643,45.599030542770564,-1.3877787807814457E-17,2843.7869289167024
317.5587061766836,45.440453254216585,-6.938893903907228E-18,2892.517938490636
317.4280846696639,45.41307551814554,6.938893903907228E-18,2887.0931715306106
317.5477848062892,45.51463958372507,-2.0816681711721685E-17,2861.884137262354
317.5493093356174,46.2652460545981,-1.3877787807814457E-17,2585.0621500246616
318.01735917660426,46.81495369214346,2.7755575615628914E-17,2442.0900985046756
318.08240644359637,46.376928741502184,1.3877787807814457E-17,2613.417293679522
317.5291450562412,46.40103127489861,2.0816681711721685E-17,2526.6467428918622
318.72417727527977,46.51137833761951,0,2651.9594343895183
318.60610671050904,47.313404228787775,0,2340.415261248843
317.4406356119128,46.24247914538485,6.938893903907228E-18,2568.1915558849046
317.96332663382816,47.17880605638527,2.7755575615628914E-17,2325.1351352251154
317.3340832055157,46.051605605648334,6.938893903907228E-18,2619.644861637292
316.91794458999766,45.30615223438443,-1.3877787807814457E-17,2838.6837458687933
318.4860176557432,48.115132967385684,0,2109.7946246837946
315.01223133703,42.172497461149995,-1.3877787807814457E-17,2943.346099994721
314.93355957590586,41.95313237417233,-1.3877787807814457E-17,2944.8642709968117
315.3703937910117,42.03015803239207,-2.0816681711721685E-17,3076.5762796275626
