% Model:              2.mph
% Version:            COMSOL 6.0.0.405
% Date:               Feb 15 2023, 16:02
% Dimension:          3
% Nodes:              39998
% Expressions:        1
% Description:        Slice
% x,y,z,Electric field norm
318.451274526737,42.499999999999986,0,5847.2054004979755
318.24471290695084,42.77823123433993,0,4871.466141221951
318.57342809745234,42.77823123433994,0,5755.627164432316
318.867549053474,42.499999999999986,0,7062.468732634601
318.6609874336879,42.77823123433994,0,6015.346633895687
318.98970262418936,42.77823123433994,0,6678.413397465629
318.60588570190197,42.85201518871886,0,5737.366349948391
318.45416786893793,43.05612088897051,-1.3877787807814457E-17,4994.079958863297
318.6955324648402,43.05612088897052,1.3877787807814457E-17,5552.446211303354
318.49517065139275,42.85201518871886,0,5428.688311325664
318.15715357071525,42.77823123433993,0,4783.251297881445
318.2792579381031,43.05612088897051,-1.3877787807814457E-17,4645.75661003561
318.1896111751649,42.85201518871885,0,4743.539362288384
318.34406234281505,43.20337625120489,1.3877787807814457E-17,4587.408974846514
318.9114451781297,42.85201518871886,0,6384.161009049107
318.5392404104483,43.20337625120489,0,5004.257432817636
318.035,42.49999999999999,0,4902.846400081265
319.2838235802111,42.499999999999986,0,7849.806731906301
318.4013132779054,43.33367018392751,0,4600.556990415586
318.6590100921089,43.325983003057644,0,4841.4157798118895
318.8654581700921,43.193685277579945,-1.3877787807814457E-17,5322.477188366203
319.2215131898308,42.96551522283039,-7.148369290538257E-18,6241.79321714401
318.94023065789884,43.14579354900005,0,5503.530849553506
319.1585241115561,43.430938593668785,-3.5741846452691286E-17,5211.2155229335685
318.92702828819813,43.24352974131965,1.3877787807814457E-17,5286.821125122075
318.8770045113956,43.61113620636237,0,4518.334963417627
318.8487921428947,43.31714522606829,0,5066.600980185146
318.50970680752516,43.421598670106306,1.3877787807814457E-17,4591.655552399241
318.80228157645604,43.65893439131074,0,4440.12363827493
318.63249430039923,43.521203493456724,0,4506.5148125389
318.8636753228931,43.708736802985946,0,4408.163599773129
319.09485634538703,43.896270112515175,0,4314.073636723601
317.3759248245383,42.19266819838232,3.469446951953614E-18,4209.403747151042
317.615579794188,42.43586142952519,-4.163336342344337E-17,4366.777328412222
317.696359025093,42.34208912003578,-1.3877787807814457E-17,4466.100080963584
317.3619905762336,42.19732401963593,2.6020852139652106E-17,4195.304196332684
317.357718050186,42.18417824007156,1.9081958235744878E-17,4194.706964851882
317.33847678378595,42.17520589019662,-2.0816681711721685E-17,4179.59406184844
317.3533750162993,42.189219836942215,2.6020852139652106E-17,4189.207210593181
317.3400901111045,42.204641576262055,-1.5612511283791264E-17,4172.458044625239
317.10281740589596,42.28392100918544,-1.3877787807814457E-17,3959.5992154471505
317.1961595883761,42.37172285905041,-1.3877787807814457E-17,3991.0141457443233
317.48774752614315,42.58425510531964,1.3877787807814457E-17,4210.406087136907
317.3575691251339,42.523551920002646,-6.938893903907228E-18,4102.80559850186
317.4583643662648,42.61836445163339,-5.551115123125783E-17,4175.589732390018
317.7758268296624,42.586596989549506,-1.3877787807814457E-17,4479.540110528371
317.5166536593248,42.67319397909901,0,4219.454558547243
317.61092698447175,42.64169463006564,-6.938893903907228E-18,4311.720243598262
317.1491065512362,42.426344225355436,-1.3877787807814457E-17,3951.480550598199
317.36848422636774,42.72270152195394,-6.938893903907228E-18,4070.1328745919554
317.01907707527903,42.026267360107354,-2.7755575615628914E-17,3950.367960086907
317.2574804889872,42.75979096864853,0,3955.0421740848155
318.0460066578499,43.04390893363478,0,4574.538164677232
318.0420697487423,42.849361227718205,-6.938893903907228E-18,4755.541994118155
318.04913949748465,43.198722455436425,-6.938893903907228E-18,4435.330583896386
318.1130501215925,43.512768387280005,3.469446951953614E-18,4252.2658998106435
318.05476532944135,43.47673057580561,3.469446951953614E-18,4213.845755637151
318.0797037871827,43.53348650005435,0,4201.8648381528865
318.05620924622696,43.548083683154644,3.469446951953614E-18,4183.277954035958
317.6935933997017,43.091717367235546,-3.122502256758253E-17,4285.08485586908
317.49001393982,42.90496724990559,-1.3877787807814457E-17,4147.138679272939
